_id,TURU,KURTARMA TURU,BILDIRIM TARIHI,MAHALLE
19145,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-12 23:59:00.000,SAHINBEY
19146,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-12 16:04:00.000,SEHITKAMIL
19147,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-09 10:20:00.000,SAHINBEY
19148,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-11 17:22:00.000,NIZIP
19149,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-11 15:15:00.000,NIZIP
19150,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-11 18:50:00.000,SAHINBEY
19151,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-11 18:57:00.000,SAHINBEY
19152,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-21 23:51:00.000,SEHITKAMIL
19153,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-23 02:01:00.000,SAHINBEY
19154,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-22 21:18:00.000,SAHINBEY
19155,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-24 17:41:00.000,SAHINBEY
19156,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-24 14:11:00.000,SEHITKAMIL
19157,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-26 00:08:00.000,SEHITKAMIL
19158,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-02 00:46:00.000,SAHINBEY
19159,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-29 09:30:00.000,SAHINBEY
19160,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-02 00:26:00.000,SEHITKAMIL
19161,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-02-28 11:24:00.000,NIZIP
19162,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-02 14:00:00.000,SAHINBEY
19163,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-03-02 18:33:00.000,SAHINBEY
19164,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-23 12:59:00.000,SAHINBEY
19165,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-25 18:25:00.000,SAHINBEY
19166,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-28 11:55:00.000,NIZIP
19167,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-26 18:30:00.000,SAHINBEY
19168,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-04-26 16:19:00.000,NURDAGI
19169,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-10 04:54:00.000,SAHINBEY
19170,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-11 16:11:00.000,NIZIP
19171,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-14 00:48:00.000,NIZIP
19172,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-05 19:40:00.000,SEHITKAMIL
19173,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-06 00:25:00.000,SAHINBEY
19174,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-06 21:12:00.000,SAHINBEY
19175,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-08 04:54:00.000,SEHITKAMIL
19176,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-09 16:00:00.000,NURDAGI
19177,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-19 04:08:00.000,SAHINBEY
19178,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-20 22:39:00.000,SAHINBEY
19179,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-20 22:01:00.000,SAHINBEY
19180,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-15 00:37:00.000,SEHITKAMIL
19181,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-14 23:27:00.000,SAHINBEY
19182,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-27 00:34:00.000,SEHITKAMIL
19183,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-27 07:09:00.000,NURDAGI
19184,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-26 16:05:00.000,SAHINBEY
19185,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-26 13:15:00.000,SAHINBEY
19186,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-25 20:00:00.000,SAHINBEY
19187,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-26 10:33:00.000,NIZIP
19188,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-23 15:53:00.000,SAHINBEY
19189,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-26 01:36:00.000,SEHITKAMIL
19190,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-25 16:35:00.000,SEHITKAMIL
19191,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-15 17:39:00.000,ARABAN
19192,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-15 10:17:00.000,SEHITKAMIL
19193,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-15 09:30:00.000,SAHINBEY
19194,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-11 00:33:00.000,ARABAN
19195,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-10 13:11:00.000,NIZIP
19196,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-10 16:52:00.000,SEHITKAMIL
19197,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-12 01:44:00.000,SAHINBEY
19198,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-02 15:01:00.000,SEHITKAMIL
19199,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-01 20:35:00.000,SEHITKAMIL
19200,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-03 10:33:00.000,SAHINBEY
19201,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-29 13:12:00.000,NIZIP
19202,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-28 20:30:00.000,ISLAHIYE
19203,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-05-29 17:11:00.000,ISLAHIYE
19204,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-09 02:01:00.000,SAHINBEY
19205,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-06-03 00:15:00.000,SEHITKAMIL
19206,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-27 21:57:00.000,ISLAHIYE
19207,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-27 22:39:00.000,NIZIP
19208,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-27 13:52:00.000,SAHINBEY
19209,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-26 20:45:00.000,SAHINBEY
19210,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-27 00:00:00.000,SAHINBEY
19211,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-28 14:16:00.000,SAHINBEY
19212,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-30 16:02:00.000,SEHITKAMIL
19213,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-25 23:57:00.000,SAHINBEY
19214,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-25 08:41:00.000,SEHITKAMIL
19215,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-20 11:18:00.000,SAHINBEY
19216,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-23 13:47:00.000,SEHITKAMIL
19217,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-23 01:12:00.000,SEHITKAMIL
19218,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-12 20:44:00.000,SAHINBEY
19219,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-15 05:37:00.000,SAHINBEY
19220,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-14 10:47:00.000,SAHINBEY
19221,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-16 21:55:00.000,SAHINBEY
19222,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-17 23:57:00.000,SEHITKAMIL
19223,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-18 15:03:00.000,SEHITKAMIL
19224,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-08-18 13:33:00.000,SEHITKAMIL
19225,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-03 17:22:00.000,SAHINBEY
19226,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-02 17:15:00.000,SEHITKAMIL
19227,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-02 00:13:00.000,SEHITKAMIL
19228,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-01 18:09:00.000,NIZIP
19229,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-03 22:06:00.000,SAHINBEY
19230,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-06 00:05:00.000,SAHINBEY
19231,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-05 23:00:00.000,NIZIP
19232,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-05 09:47:00.000,SAHINBEY
19233,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-07 13:33:00.000,SEHITKAMIL
19234,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-07 20:07:00.000,SAHINBEY
19235,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-05 06:19:00.000,SAHINBEY
19236,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-08 03:07:00.000,SAHINBEY
19237,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-07 08:01:00.000,ARABAN
19238,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-07 11:27:00.000,SAHINBEY
19239,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-09 00:32:00.000,NIZIP
19240,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-08 17:18:00.000,SEHITKAMIL
19241,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-10 20:00:00.000,NIZIP
19242,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-10 10:28:00.000,SAHINBEY
19243,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-14 11:07:00.000,SEHITKAMIL
19244,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-09 21:08:00.000,SAHINBEY
19245,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-13 23:28:00.000,SAHINBEY
19246,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-13 11:17:00.000,SEHITKAMIL
19247,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-17 17:34:00.000,NURDAGI
19248,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-17 16:28:00.000,SAHINBEY
19249,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-19 00:01:00.000,NIZIP
19250,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-27 00:40:00.000,NIZIP
19251,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-29 12:30:00.000,SEHITKAMIL
19252,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-29 14:58:00.000,NIZIP
19253,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-01 01:26:00.000,SEHITKAMIL
19254,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-17 14:48:00.000,SAHINBEY
19255,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-16 15:56:00.000,KARKAMIS
19256,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-19 17:16:00.000,SEHITKAMIL
19257,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-16 12:29:00.000,SAHINBEY
19258,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-14 17:39:00.000,SAHINBEY
19259,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-13 16:55:00.000,SEHITKAMIL
19260,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-13 19:12:00.000,KARKAMIS
19261,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-10 11:31:00.000,SEHITKAMIL
19262,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-10 17:06:00.000,ISLAHIYE
19263,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-08 11:32:00.000,ISLAHIYE
19264,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-11 23:02:00.000,SEHITKAMIL
19265,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-10 17:09:00.000,SEHITKAMIL
19266,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-07 22:21:00.000,NIZIP
19267,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-07 18:26:00.000,NURDAGI
19268,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-06 20:27:00.000,SAHINBEY
19269,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-05 18:06:00.000,SAHINBEY
19270,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-06 17:30:00.000,SAHINBEY
19271,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-05 22:58:00.000,SEHITKAMIL
19272,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-05 14:57:00.000,ISLAHIYE
19273,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-01 10:29:00.000,SAHINBEY
19274,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-30 11:21:00.000,NIZIP
19275,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-05 06:24:00.000,SAHINBEY
19276,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-21 17:32:00.000,SAHINBEY
19277,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-20 05:04:00.000,SEHITKAMIL
19278,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-21 13:55:00.000,SAHINBEY
19279,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-22 01:18:00.000,NIZIP
19280,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-24 08:36:00.000,SEHITKAMIL
19281,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-25 17:44:00.000,NURDAGI
19282,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-27 02:12:00.000,SEHITKAMIL
19283,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-28 20:21:00.000,SAHINBEY
19284,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-09-29 23:48:00.000,ISLAHIYE
19285,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-10-02 00:15:00.000,SAHINBEY
19286,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-22 09:05:00.000,SEHITKAMIL
19287,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-21 12:58:00.000,SAHINBEY
19288,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-21 17:44:00.000,SAHINBEY
19289,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-21 10:46:00.000,SAHINBEY
19290,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-20 15:00:00.000,SAHINBEY
19291,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-16 20:08:00.000,NIZIP
19292,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-12 19:12:00.000,NIZIP
19293,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-11 10:53:00.000,SAHINBEY
19294,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-14 12:44:00.000,SAHINBEY
19295,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-29 21:12:00.000,SAHINBEY
19296,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-01 16:51:00.000,SAHINBEY
19297,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-03 11:27:00.000,SEHITKAMIL
19298,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-26 00:33:00.000,SAHINBEY
19299,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-24 18:42:00.000,SEHITKAMIL
19300,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-27 15:02:00.000,SEHITKAMIL
19301,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-09 17:25:00.000,SEHITKAMIL
19302,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-11 17:57:00.000,NURDAGI
19303,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-10 23:19:00.000,SEHITKAMIL
19304,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-04 15:59:00.000,SAHINBEY
19305,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-03 18:52:00.000,SEHITKAMIL
19306,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-04 10:58:00.000,SAHINBEY
19307,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-21 17:51:00.000,SEHITKAMIL
19308,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-20 11:49:00.000,NIZIP
19309,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-25 11:47:00.000,NIZIP
19310,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-19 09:10:00.000,SAHINBEY
19311,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-17 10:09:00.000,SAHINBEY
19312,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-14 13:35:00.000,SEHITKAMIL
19313,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-15 00:28:00.000,SAHINBEY
19314,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-14 00:58:00.000,SAHINBEY
19315,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-12 12:29:00.000,SAHINBEY
19316,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-13 17:50:00.000,SAHINBEY
19317,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-16 14:10:00.000,SEHITKAMIL
19318,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-16 19:45:00.000,SEHITKAMIL
19319,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-16 16:59:00.000,SAHINBEY
19320,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-18 18:34:00.000,SAHINBEY
19321,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-19 13:23:00.000,SEHITKAMIL
19322,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-05 21:16:00.000,SEHITKAMIL
19323,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-02 10:31:00.000,SEHITKAMIL
19324,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-06 17:24:00.000,SAHINBEY
19325,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-09 10:10:00.000,SEHITKAMIL
19326,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-10 09:46:00.000,SAHINBEY
19327,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-09 23:26:00.000,SEHITKAMIL
19328,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-12 18:19:00.000,SAHINBEY
19329,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-11 20:51:00.000,SAHINBEY
19330,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-29 15:05:00.000,SEHITKAMIL
19331,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-28 02:22:00.000,SEHITKAMIL
19332,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-28 23:15:00.000,NIZIP
19333,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-01 23:50:00.000,SAHINBEY
19334,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-25 22:49:00.000,SAHINBEY
19335,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-21 21:00:00.000,SEHITKAMIL
19336,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-22 17:33:00.000,SAHINBEY
19337,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-20 13:06:00.000,NIZIP
19338,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-20 23:04:00.000,SEHITKAMIL
19339,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-20 12:53:00.000,SEHITKAMIL
19340,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-11-23 20:09:00.000,SEHITKAMIL
19341,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-02 17:00:00.000,SAHINBEY
19342,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-05 10:49:00.000,SEHITKAMIL
19343,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-04 12:08:00.000,SAHINBEY
19344,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-05 23:48:00.000,SAHINBEY
19345,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-08 23:09:00.000,NIZIP
19346,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-09 00:37:00.000,SEHITKAMIL
19347,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-08 20:49:00.000,SEHITKAMIL
19348,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-13 05:43:00.000,SEHITKAMIL
19349,Kurtarma,Kapalı Alanda Mahsur Kalma,2020-12-10 21:04:00.000,SEHITKAMIL
19350,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-18 08:58:00.000,SAHINBEY
19351,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-16 14:22:00.000,SAHINBEY
19352,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-16 20:54:00.000,SEHITKAMIL
19353,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-16 23:45:00.000,NIZIP
19354,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-14 19:28:00.000,SEHITKAMIL
19355,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-12 11:40:00.000,SAHINBEY
19356,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-12 17:03:00.000,SEHITKAMIL
19357,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-15 15:28:00.000,SAHINBEY
19358,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-15 11:37:00.000,SEHITKAMIL
19359,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-28 02:02:00.000,NIZIP
19360,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-24 00:22:00.000,SAHINBEY
19361,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-27 17:44:00.000,SEHITKAMIL
19362,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-02 01:17:00.000,SAHINBEY
19363,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-28 23:36:00.000,SAHINBEY
19364,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-28 23:34:00.000,SAHINBEY
19365,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-26 13:59:00.000,SAHINBEY
19366,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-28 23:34:00.000,SAHINBEY
19367,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-06 07:23:00.000,SAHINBEY
19368,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-13 15:37:00.000,SAHINBEY
19369,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-15 00:34:00.000,NIZIP
19370,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-09 21:10:00.000,NIZIP
19371,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-25 22:43:00.000,SAHINBEY
19372,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-24 12:22:00.000,NURDAGI
19373,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-25 13:07:00.000,NIZIP
19374,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-28 22:17:00.000,SEHITKAMIL
19375,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-28 08:02:00.000,SAHINBEY
19376,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-27 13:50:00.000,SAHINBEY
19377,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-31 16:11:00.000,SEHITKAMIL
19378,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-29 18:16:00.000,NIZIP
19379,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-02-01 18:46:00.000,SAHINBEY
19380,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-01-29 16:41:00.000,SEHITKAMIL
19381,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-23 12:40:00.000,SAHINBEY
19382,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-25 10:29:00.000,SEHITKAMIL
19383,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-23 08:05:00.000,SAHINBEY
19384,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-24 01:24:00.000,SEHITKAMIL
19385,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-21 22:20:00.000,SEHITKAMIL
19386,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-18 20:01:00.000,NIZIP
19387,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-18 22:09:00.000,SEHITKAMIL
19388,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-17 12:21:00.000,SAHINBEY
19389,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-04 16:16:00.000,ARABAN
19390,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-04 11:01:00.000,SAHINBEY
19391,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-02 13:55:00.000,SAHINBEY
19392,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-05 08:09:00.000,SEHITKAMIL
19393,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-05 19:00:00.000,SEHITKAMIL
19394,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-07 21:03:00.000,SAHINBEY
19395,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-07 00:18:00.000,SEHITKAMIL
19396,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-15 13:26:00.000,SAHINBEY
19397,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-12 17:04:00.000,SEHITKAMIL
19398,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-16 01:37:00.000,SAHINBEY
19399,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-17 01:09:00.000,NURDAGI
19400,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-16 19:23:00.000,SEHITKAMIL
19401,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-14 16:22:00.000,SAHINBEY
19402,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-10 17:41:00.000,SAHINBEY
19403,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-03-10 08:27:00.000,SAHINBEY
19404,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-21 12:14:00.000,SAHINBEY
19405,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-22 00:16:00.000,SAHINBEY
19406,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-16 17:28:00.000,SAHINBEY
19407,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-17 17:57:00.000,SEHITKAMIL
19408,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-30 11:53:00.000,SEHITKAMIL
19409,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-29 18:06:00.000,SAHINBEY
19410,Kurtarma,Kapalı Alanda Mahsur Kalma,2021-08-30 15:20:00.000,SAHINBEY
